sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_tuned_Xgb,residuals_tuned_Xgb_abs,residuals_tuned_Xgb,resid_percent_Xgb,resid_percent_Xgb_abs
99,3.0,2,2,0,0,1,1,0,0,1, Arganzuela , Legazpi ,1094,1278,3,12.12121212121212,4,0,1200.0,1232,32.0,-32.0,-2.6666666666666665,2.6666666666666665
65,1.0,1,1,0,0,0,0,0,0,0, Centro , Palacio ,1355,1370,1,13.846153846153848,6,0,900.0,1032,132.0,-132.0,-14.666666666666666,14.666666666666666
50,1.0,1,5,0,1,1,1,1,0,0, Arganzuela , Chopera ,1094,981,3,18.5,5,0,925.0,860,65.0,65.0,7.027027027027027,7.027027027027027
120,2.0,2,1,0,1,1,1,1,0,0, Chamberí , Almagro ,1671,2327,4,14.583333333333336,8,0,1750.0,2192,442.0,-442.0,-25.257142857142856,25.257142857142856
40,0.0,1,5,0,1,1,1,1,0,0, Ciudad Lineal , Ventas ,1263,888,5,19.5,3,0,780.0,740,40.0,40.0,5.128205128205129,5.128205128205129
117,3.0,2,3,0,1,0,1,0,0,0, San Blas , Rejas ,1071,968,1,9.82905982905983,2,0,1150.0,1152,2.0,-2.0,-0.17391304347826086,0.17391304347826086
93,2.0,1,1,0,1,1,1,1,0,0, Retiro , Pacífico ,1790,1185,5,16.129032258064516,5,0,1500.0,1303,197.0,197.0,13.133333333333333,13.133333333333333
100,3.0,2,1,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,5,16.0,6,0,1600.0,1711,111.0,-111.0,-6.9375,6.9375
91,2.0,1,5,0,1,1,1,1,1,0, Carabanchel , Comillas ,892,995,7,14.835164835164836,4,0,1350.0,1152,198.0,198.0,14.666666666666666,14.666666666666666
120,3.0,3,2,0,1,1,1,1,0,1, Chamartín , Nueva España ,1950,2310,6,20.0,6,0,2400.0,2307,93.0,93.0,3.875,3.875
55,2.0,1,1,0,0,1,0,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,2,18.181818181818183,6,0,1000.0,926,74.0,74.0,7.4,7.4
40,1.0,1,4,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,25.0,8,0,1000.0,914,86.0,86.0,8.6,8.6
70,2.0,2,4,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,20.714285714285715,7,0,1450.0,1625,175.0,-175.0,-12.068965517241379,12.068965517241379
80,2.0,2,2,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,13.125,6,0,1050.0,1371,321.0,-321.0,-30.571428571428573,30.571428571428573
65,1.0,1,3,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,35.307692307692314,6,0,2295.0,1353,942.0,942.0,41.04575163398693,41.04575163398693
192,4.0,4,2,0,1,1,1,1,0,1, Moncloa , Aravaca ,2151,2367,8,15.9375,4,0,3060.0,3005,55.0,55.0,1.7973856209150327,1.7973856209150327
105,1.0,1,3,0,1,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,19.047619047619047,6,0,2000.0,1357,643.0,643.0,32.15,32.15
47,1.0,1,6,0,1,1,1,0,0,1, Chamberí , Trafalgar ,1671,1474,3,18.72340425531915,7,0,880.0,1065,185.0,-185.0,-21.022727272727273,21.022727272727273
30,1.0,1,2,0,0,1,0,0,0,0, Chamberí , Vallehermoso ,1671,1693,1,20.83333333333333,6,0,625.0,747,122.0,-122.0,-19.52,19.52
110,2.0,2,4,1,0,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,3,22.72727272727273,7,0,2500.0,2111,389.0,389.0,15.56,15.56
40,1.0,1,5,0,1,0,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,19.75,7,0,790.0,837,47.0,-47.0,-5.949367088607595,5.949367088607595
135,2.0,2,3,0,1,1,1,1,0,1, Tetuán , Ventilla-Almenara ,1190,1189,6,10.0,5,0,1350.0,1752,402.0,-402.0,-29.77777777777778,29.77777777777778
50,1.0,1,7,0,0,1,0,1,0,0, Hortaleza , Pinar del Rey ,2693,1126,4,14.5,2,0,725.0,769,44.0,-44.0,-6.068965517241379,6.068965517241379
250,3.0,4,2,0,1,1,1,1,1,0, Tetuán , Bellas Vistas ,1190,969,5,10.0,5,0,2500.0,2632,132.0,-132.0,-5.28,5.28
45,0.0,1,2,0,0,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,2,22.0,7,0,990.0,857,133.0,133.0,13.434343434343434,13.434343434343434
55,1.0,1,7,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,16.363636363636363,8,0,900.0,1437,537.0,-537.0,-59.666666666666664,59.666666666666664
60,1.0,1,6,0,1,1,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,5,21.66666666666667,6,0,1300.0,1111,189.0,189.0,14.538461538461538,14.538461538461538
60,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,16.5,7,0,990.0,1111,121.0,-121.0,-12.222222222222221,12.222222222222221
84,2.0,1,3,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,13.095238095238097,7,0,1100.0,1423,323.0,-323.0,-29.363636363636363,29.363636363636363
50,1.0,1,5,0,1,1,1,0,0,0, Centro , Sol ,1355,1312,3,20.0,6,0,1000.0,954,46.0,46.0,4.6,4.6
256,4.0,4,6,0,1,1,1,1,0,1, Chamberí , Almagro ,1671,2327,4,13.8671875,8,0,3550.0,3549,1.0,1.0,0.028169014084507043,0.028169014084507043
65,1.0,1,5,0,1,1,1,1,1,1, Centro , Palacio ,1355,1370,5,20.0,6,0,1300.0,1382,82.0,-82.0,-6.3076923076923075,6.3076923076923075
78,1.0,1,7,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,28.2051282051282,7,0,2200.0,1453,747.0,747.0,33.95454545454545,33.95454545454545
50,2.0,1,1,0,1,0,0,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,18.0,6,0,900.0,1066,166.0,-166.0,-18.444444444444443,18.444444444444443
68,2.0,2,5,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,26.470588235294123,8,0,1800.0,1687,113.0,113.0,6.277777777777778,6.277777777777778
60,1.0,1,3,0,1,1,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,16.666666666666668,7,0,1000.0,980,20.0,20.0,2.0,2.0
50,1.0,1,7,0,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,26.0,8,0,1300.0,1580,280.0,-280.0,-21.53846153846154,21.53846153846154
110,3.0,2,4,0,0,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,14.090909090909092,6,0,1550.0,1695,145.0,-145.0,-9.35483870967742,9.35483870967742
70,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,18.571428571428573,7,0,1300.0,1211,89.0,89.0,6.846153846153846,6.846153846153846
70,1.0,1,1,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,5,21.428571428571427,6,0,1500.0,1359,141.0,141.0,9.4,9.4
150,2.0,1,2,0,1,0,0,1,0,0, Barajas , Casco Histórico de Barajas ,1082,893,2,8.0,2,1,1200.0,1368,168.0,-168.0,-14.0,14.0
60,2.0,1,2,0,1,0,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,16.666666666666668,7,0,1000.0,1095,95.0,-95.0,-9.5,9.5
50,1.0,1,6,1,1,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,3,19.0,6,0,950.0,1036,86.0,-86.0,-9.052631578947368,9.052631578947368
297,4.0,3,1,0,1,1,1,0,0,1, Chamberí , Vallehermoso ,1671,1693,3,15.151515151515152,6,0,4500.0,3359,1141.0,1141.0,25.355555555555554,25.355555555555554
96,2.0,1,1,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,16.666666666666668,7,0,1600.0,1470,130.0,130.0,8.125,8.125
95,3.0,1,2,0,1,1,1,0,0,1, Moncloa , Argüelles ,2151,1727,3,16.842105263157894,6,0,1600.0,1675,75.0,-75.0,-4.6875,4.6875
130,3.0,2,1,0,1,1,1,0,1,1, Barrio de Salamanca , Lista ,2079,1715,5,20.76923076923077,7,0,2700.0,2238,462.0,462.0,17.11111111111111,17.11111111111111
247,3.0,4,2,1,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,13.765182186234815,8,0,3400.0,3753,353.0,-353.0,-10.382352941176471,10.382352941176471
135,2.0,2,6,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,2,29.0,8,0,3915.0,3562,353.0,353.0,9.016602809706258,9.016602809706258
204,3.0,3,1,0,1,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,5,15.196078431372547,6,0,3100.0,2311,789.0,789.0,25.451612903225808,25.451612903225808
117,2.0,2,5,1,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,19.23076923076923,7,0,2250.0,1918,332.0,332.0,14.755555555555556,14.755555555555556
84,3.0,1,0,0,0,0,1,0,0,0, Latina , Aluche ,992,920,1,11.309523809523812,1,0,950.0,916,34.0,34.0,3.5789473684210527,3.5789473684210527
70,1.0,1,3,0,0,1,1,0,0,1, Tetuán , Ventilla-Almenara ,1190,1189,3,14.214285714285715,5,0,995.0,1005,10.0,-10.0,-1.0050251256281406,1.0050251256281406
65,1.0,1,5,0,1,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,15.384615384615385,7,0,1000.0,1207,207.0,-207.0,-20.7,20.7
56,2.0,1,4,0,1,1,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,16.964285714285715,7,0,950.0,1104,154.0,-154.0,-16.210526315789473,16.210526315789473
109,2.0,2,2,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,4,22.93577981651376,6,0,2500.0,1652,848.0,848.0,33.92,33.92
74,2.0,1,4,0,1,1,1,1,0,0, Latina , Campamento ,992,929,5,16.216216216216218,2,0,1200.0,929,271.0,271.0,22.583333333333332,22.583333333333332
72,3.0,1,1,1,0,0,1,0,0,0, Puente de Vallecas , Palomeras Bajas ,775,825,1,14.583333333333336,2,0,1050.0,860,190.0,190.0,18.095238095238095,18.095238095238095
80,3.0,1,3,0,0,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,21.25,6,0,1700.0,1375,325.0,325.0,19.11764705882353,19.11764705882353
64,2.0,2,2,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,22.65625,8,0,1450.0,1562,112.0,-112.0,-7.724137931034483,7.724137931034483
80,3.0,2,1,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,20.625,7,0,1650.0,1765,115.0,-115.0,-6.96969696969697,6.96969696969697
120,3.0,2,6,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,33.75,7,0,4050.0,2642,1408.0,1408.0,34.76543209876543,34.76543209876543
57,1.0,1,4,0,1,0,0,0,0,0, Chamberí , Trafalgar ,1671,1474,2,21.05263157894737,7,0,1200.0,994,206.0,206.0,17.166666666666668,17.166666666666668
46,1.0,1,1,0,1,1,1,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,4,23.91304347826087,6,0,1100.0,920,180.0,180.0,16.363636363636363,16.363636363636363
45,1.0,1,1,0,1,1,1,0,1,0, Puente de Vallecas , Numancia ,775,787,4,16.22222222222222,4,0,730.0,712,18.0,18.0,2.4657534246575343,2.4657534246575343
70,2.0,1,5,0,1,1,1,0,0,0, Centro , Sol ,1355,1312,2,17.142857142857142,6,0,1200.0,1203,3.0,-3.0,-0.25,0.25
104,3.0,1,2,1,1,1,1,0,1,0, Chamberí , Arapiles ,1671,1325,4,14.326923076923075,7,0,1490.0,1568,78.0,-78.0,-5.23489932885906,5.23489932885906
60,1.0,1,2,0,1,0,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,1,12.5,7,0,750.0,1069,319.0,-319.0,-42.53333333333333,42.53333333333333
65,1.0,1,4,1,1,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,14.615384615384615,6,0,950.0,1196,246.0,-246.0,-25.894736842105264,25.894736842105264
50,2.0,1,4,0,1,1,1,0,0,0, Retiro , Pacífico ,1790,1185,2,16.0,5,0,800.0,982,182.0,-182.0,-22.75,22.75
110,3.0,1,2,0,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,18.181818181818183,8,0,2000.0,2334,334.0,-334.0,-16.7,16.7
150,3.0,2,2,0,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,11.333333333333336,7,0,1700.0,2031,331.0,-331.0,-19.470588235294116,19.470588235294116
58,1.0,1,0,0,1,0,1,0,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,2,20.689655172413797,4,0,1200.0,890,310.0,310.0,25.833333333333332,25.833333333333332
110,2.0,2,0,1,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,15.0,6,0,1650.0,1617,33.0,33.0,2.0,2.0
88,2.0,3,4,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,20.454545454545453,8,0,1800.0,2640,840.0,-840.0,-46.666666666666664,46.666666666666664
20,1.0,1,2,0,1,0,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,30.0,6,0,600.0,624,24.0,-24.0,-4.0,4.0
61,1.0,1,7,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,23.770491803278688,7,0,1450.0,1410,40.0,40.0,2.7586206896551726,2.7586206896551726
70,1.0,1,3,0,1,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,4,25.714285714285715,8,0,1800.0,1389,411.0,411.0,22.833333333333332,22.833333333333332
32,1.0,1,2,0,0,0,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,0,18.75,6,0,600.0,682,82.0,-82.0,-13.666666666666666,13.666666666666666
99,2.0,2,2,0,1,1,1,0,0,0, Moncloa , Ciudad Universitaria ,2151,2786,4,12.12121212121212,5,0,1200.0,1392,192.0,-192.0,-16.0,16.0
60,1.0,1,1,0,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,1,15.833333333333336,6,0,950.0,963,13.0,-13.0,-1.368421052631579,1.368421052631579
91,2.0,2,0,0,1,1,1,0,0,0, Hortaleza , Pinar del Rey ,2693,1126,4,12.076923076923075,2,0,1099.0,1088,11.0,11.0,1.0009099181073704,1.0009099181073704
220,3.0,3,0,0,1,1,1,1,0,1, Chamartín , Nueva España ,1950,2310,8,21.818181818181817,6,0,4800.0,3372,1428.0,1428.0,29.75,29.75
50,3.0,1,3,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,28.0,6,0,1400.0,1174,226.0,226.0,16.142857142857142,16.142857142857142
200,4.0,3,7,0,0,0,1,0,0,0, Chamartín , Castilla ,1950,1451,0,11.5,5,0,2300.0,2649,349.0,-349.0,-15.173913043478262,15.173913043478262
40,1.0,1,3,0,0,0,0,0,0,0, Arganzuela , Acacias ,1094,1044,1,17.5,5,0,700.0,694,6.0,6.0,0.8571428571428571,0.8571428571428571
66,2.0,2,2,0,1,1,0,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,24.24242424242424,8,0,1600.0,1706,106.0,-106.0,-6.625,6.625
95,2.0,1,2,0,0,0,1,0,0,0, Puente de Vallecas , Numancia ,775,787,0,8.947368421052632,4,0,850.0,972,122.0,-122.0,-14.352941176470589,14.352941176470589
195,5.0,4,1,0,1,0,1,1,0,0, Moncloa , Valdemarín ,2151,2975,2,13.846153846153848,4,0,2700.0,2809,109.0,-109.0,-4.037037037037037,4.037037037037037
160,3.0,3,3,1,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,16.25,6,0,2600.0,2261,339.0,339.0,13.038461538461538,13.038461538461538
255,3.0,3,2,0,1,0,1,1,0,0, Barrio de Salamanca , Recoletos ,2079,2933,2,19.215686274509803,8,0,4900.0,3945,955.0,955.0,19.489795918367346,19.489795918367346
46,1.0,1,4,0,0,1,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,19.565217391304348,6,0,900.0,890,10.0,10.0,1.1111111111111112,1.1111111111111112
70,2.0,1,0,1,0,1,1,0,0,1, Chamartín , Nueva España ,1950,2310,3,16.428571428571427,6,0,1150.0,1069,81.0,81.0,7.043478260869565,7.043478260869565
67,1.0,1,4,0,1,0,1,0,0,1, San Blas , Rejas ,1071,968,4,11.940298507462687,2,0,800.0,887,87.0,-87.0,-10.875,10.875
74,2.0,2,1,0,0,0,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,0,14.864864864864865,6,0,1100.0,1242,142.0,-142.0,-12.909090909090908,12.909090909090908
60,1.0,1,0,0,1,1,0,0,0,0, Tetuán , Berruguete ,1190,935,3,13.25,5,0,795.0,840,45.0,-45.0,-5.660377358490566,5.660377358490566
180,3.0,2,4,0,0,0,1,0,0,0, Moncloa , Argüelles ,2151,1727,0,11.666666666666664,6,0,2100.0,2481,381.0,-381.0,-18.142857142857142,18.142857142857142
145,3.0,2,4,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,5,12.413793103448276,6,0,1800.0,2345,545.0,-545.0,-30.27777777777778,30.27777777777778
83,2.0,1,2,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,13.25301204819277,6,0,1100.0,1322,222.0,-222.0,-20.181818181818183,20.181818181818183
70,2.0,1,8,1,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,25.714285714285715,8,0,1800.0,1475,325.0,325.0,18.055555555555557,18.055555555555557
65,2.0,1,2,0,0,0,1,1,0,0, Latina , Los Cármenes ,992,972,2,11.153846153846152,2,0,725.0,802,77.0,-77.0,-10.620689655172415,10.620689655172415
50,1.0,1,4,0,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,24.0,6,0,1200.0,884,316.0,316.0,26.333333333333332,26.333333333333332
150,3.0,2,5,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,3,16.666666666666668,6,0,2500.0,2512,12.0,-12.0,-0.48,0.48
125,2.0,2,2,1,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,13.6,7,0,1700.0,2177,477.0,-477.0,-28.058823529411764,28.058823529411764
48,1.0,1,0,0,0,0,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,1,19.791666666666668,7,0,950.0,799,151.0,151.0,15.894736842105264,15.894736842105264
78,2.0,2,3,0,1,1,1,1,0,0, Barrio de Salamanca , Lista ,2079,1715,3,41.53846153846154,7,0,3240.0,2197,1043.0,1043.0,32.19135802469136,32.19135802469136
80,3.0,1,1,0,0,0,1,0,0,0, Retiro , Estrella ,1790,1413,0,12.4375,4,0,995.0,1140,145.0,-145.0,-14.57286432160804,14.57286432160804
50,2.0,1,0,0,0,0,1,0,0,0, Latina , Puerta del Ángel ,992,1047,1,17.0,5,0,850.0,796,54.0,54.0,6.352941176470588,6.352941176470588
38,0.0,1,4,0,1,1,0,0,0,1, Centro , Huertas-Cortes ,1355,1450,4,17.105263157894736,7,0,650.0,768,118.0,-118.0,-18.153846153846153,18.153846153846153
120,2.0,2,3,0,1,1,1,0,0,1, Barrio de Salamanca , Recoletos ,2079,2933,3,16.666666666666668,8,0,2000.0,3023,1023.0,-1023.0,-51.15,51.15
50,1.0,1,1,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,25.0,8,0,1250.0,1307,57.0,-57.0,-4.56,4.56
58,3.0,1,0,0,0,0,1,1,0,0, Usera , Zofío ,932,932,2,12.06896551724138,3,0,700.0,784,84.0,-84.0,-12.0,12.0
60,2.0,1,4,0,0,1,1,0,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,1,18.33333333333333,5,0,1100.0,990,110.0,110.0,10.0,10.0
95,1.0,2,7,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,2,17.894736842105264,6,0,1700.0,2314,614.0,-614.0,-36.11764705882353,36.11764705882353
145,4.0,2,2,1,0,1,1,0,0,0, Chamartín , Castilla ,1950,1451,2,15.517241379310345,5,0,2250.0,2130,120.0,120.0,5.333333333333333,5.333333333333333
35,1.0,1,0,0,0,1,0,1,0,1, Centro , Lavapiés-Embajadores ,1355,1106,4,22.57142857142857,6,0,790.0,756,34.0,34.0,4.30379746835443,4.30379746835443
35,1.0,1,0,0,0,1,0,0,0,0, Tetuán , Valdeacederas ,1190,934,2,19.142857142857142,5,0,670.0,666,4.0,4.0,0.5970149253731343,0.5970149253731343
70,3.0,1,5,0,0,1,1,0,1,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,14.285714285714285,6,0,1000.0,1140,140.0,-140.0,-14.0,14.0
93,2.0,2,2,0,1,1,1,0,0,1, Moncloa , Valdemarín ,2151,2975,5,15.591397849462366,4,0,1450.0,1393,57.0,57.0,3.9310344827586206,3.9310344827586206
142,4.0,2,8,0,1,1,1,0,1,1, Hortaleza , Valdebebas - Valdefuentes ,2693,1592,8,13.028169014084508,2,0,1850.0,1766,84.0,84.0,4.54054054054054,4.54054054054054
72,2.0,1,0,1,1,1,1,0,0,0, Chamberí , Vallehermoso ,1671,1693,3,18.33333333333333,6,0,1320.0,1249,71.0,71.0,5.378787878787879,5.378787878787879
108,2.0,2,4,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,18.51851851851852,7,0,2000.0,2186,186.0,-186.0,-9.3,9.3
75,1.0,1,1,0,1,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,5,20.0,8,0,1500.0,1560,60.0,-60.0,-4.0,4.0
125,2.0,2,5,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,3,19.64,8,0,2455.0,2509,54.0,-54.0,-2.1995926680244398,2.1995926680244398
210,4.0,3,4,1,1,1,1,1,1,0, Retiro , Niño Jesús ,1790,2269,6,11.428571428571427,6,0,2400.0,2777,377.0,-377.0,-15.708333333333334,15.708333333333334
110,4.0,2,3,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,0,18.181818181818183,6,0,2000.0,1985,15.0,15.0,0.75,0.75
75,2.0,1,0,0,1,1,0,1,0,0, Barrio de Salamanca , Lista ,2079,1715,3,21.33333333333333,7,0,1600.0,1309,291.0,291.0,18.1875,18.1875
50,2.0,1,4,0,0,0,1,1,0,0, Arganzuela , Chopera ,1094,981,1,17.0,5,0,850.0,867,17.0,-17.0,-2.0,2.0
51,2.0,1,4,0,1,1,1,0,1,0, Villaverde , Los Ángeles ,843,946,4,13.725490196078429,2,0,700.0,765,65.0,-65.0,-9.285714285714286,9.285714285714286
91,2.0,1,3,0,0,1,1,0,1,0, Centro , Palacio ,1355,1370,3,14.285714285714285,6,0,1300.0,1385,85.0,-85.0,-6.538461538461538,6.538461538461538
123,3.0,3,4,0,1,1,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,2,37.31707317073171,8,0,4590.0,3449,1141.0,1141.0,24.85838779956427,24.85838779956427
115,2.0,3,4,0,1,1,1,1,0,0, Moncloa , Aravaca ,2151,2367,7,11.521739130434785,4,0,1325.0,1865,540.0,-540.0,-40.75471698113208,40.75471698113208
75,2.0,1,3,0,1,1,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,13.333333333333336,6,0,1000.0,1302,302.0,-302.0,-30.2,30.2
45,1.0,1,1,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,20.0,8,0,900.0,992,92.0,-92.0,-10.222222222222221,10.222222222222221
40,1.0,1,6,0,0,1,1,0,0,0, Chamberí , Vallehermoso ,1671,1693,2,18.75,6,0,750.0,883,133.0,-133.0,-17.733333333333334,17.733333333333334
120,3.0,2,5,0,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,18.33333333333333,8,0,2200.0,2137,63.0,63.0,2.8636363636363638,2.8636363636363638
50,1.0,1,1,0,1,1,1,0,0,1, San Blas , Rejas ,1071,968,4,15.8,2,0,790.0,739,51.0,51.0,6.455696202531645,6.455696202531645
115,2.0,2,6,0,1,1,1,0,1,0, Retiro , Jerónimos ,1790,3121,4,27.82608695652174,7,0,3200.0,2236,964.0,964.0,30.125,30.125
38,1.0,1,3,0,1,0,0,0,0,0, Chamberí , Trafalgar ,1671,1474,1,21.05263157894737,7,0,800.0,903,103.0,-103.0,-12.875,12.875
100,2.0,2,3,1,1,1,1,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,4,15.5,6,0,1550.0,1605,55.0,-55.0,-3.5483870967741935,3.5483870967741935
45,1.0,1,6,0,1,1,1,1,0,0, Hortaleza , Pinar del Rey ,2693,1126,4,15.333333333333336,2,0,690.0,736,46.0,-46.0,-6.666666666666667,6.666666666666667
200,4.0,3,6,0,1,1,1,0,0,0, Retiro , Niño Jesús ,1790,2269,3,14.0,6,0,2800.0,2958,158.0,-158.0,-5.642857142857143,5.642857142857143
103,2.0,2,2,0,1,1,1,1,0,0, Centro , Chueca-Justicia ,1355,1709,4,19.41747572815534,8,0,2000.0,1882,118.0,118.0,5.9,5.9
70,1.0,1,3,0,0,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,17.857142857142858,7,0,1250.0,1109,141.0,141.0,11.28,11.28
80,1.0,1,5,0,1,1,1,0,0,0, Chamberí , Vallehermoso ,1671,1693,5,15.625,6,0,1250.0,1430,180.0,-180.0,-14.4,14.4
164,2.0,2,5,1,1,1,1,1,0,1, Chamberí , Almagro ,1671,2327,5,22.560975609756103,8,0,3700.0,2682,1018.0,1018.0,27.513513513513512,27.513513513513512
75,2.0,1,2,1,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,3,19.33333333333333,8,0,1450.0,1482,32.0,-32.0,-2.206896551724138,2.206896551724138
87,3.0,2,9,0,0,1,1,0,0,0, San Blas , Rosas ,1071,1051,2,12.64367816091954,1,0,1100.0,914,186.0,186.0,16.90909090909091,16.90909090909091
217,2.0,2,3,0,1,1,1,1,1,1, Centro , Malasaña-Universidad ,1355,1313,6,13.824884792626726,7,0,3000.0,2889,111.0,111.0,3.7,3.7
125,2.0,2,4,0,0,1,1,0,1,0, Barrio de Salamanca , Castellana ,2079,2512,4,17.6,8,0,2200.0,2240,40.0,-40.0,-1.8181818181818181,1.8181818181818181
70,1.0,1,3,0,1,1,1,1,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,20.0,6,0,1400.0,1249,151.0,151.0,10.785714285714286,10.785714285714286
60,1.0,1,2,0,0,1,0,0,0,0, Chamartín , Castilla ,1950,1451,1,14.166666666666664,5,0,850.0,930,80.0,-80.0,-9.411764705882353,9.411764705882353
100,4.0,1,3,1,0,1,0,0,0,1, Arganzuela , Imperial ,1094,1092,3,13.5,5,0,1350.0,1400,50.0,-50.0,-3.7037037037037037,3.7037037037037037
38,1.0,1,2,0,1,1,1,0,0,0, Tetuán , Berruguete ,1190,935,3,19.07894736842105,5,0,725.0,747,22.0,-22.0,-3.0344827586206895,3.0344827586206895
52,1.0,1,4,0,1,1,1,0,0,0, Centro , Sol ,1355,1312,3,18.26923076923077,6,0,950.0,978,28.0,-28.0,-2.9473684210526314,2.9473684210526314
123,3.0,2,5,0,1,1,1,1,0,1, San Blas , Simancas ,1071,948,7,13.008130081300811,2,0,1600.0,1262,338.0,338.0,21.125,21.125
